纳税人识别号,纳税人名称,评价年度,税务机关
913605000607952200,江西科源工贸有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
9136050006347027X6,江西天本实业有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605000634529527,新余市永固工贸有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360502787275533T,新余市奥盛工贸有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360500662022401Y,新余市宏亮贸易有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
913605006984977401,新余市金东贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360500556011127Y,新余市轩鹏工贸有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360500553504583P,新余市智博物资有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605005937861675,新余市益永工贸有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500593793666G,新余市诚峰科技有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605000607952980,江西晟昀工贸有限责任公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605020607626054,新余君政贸易有限公司,2018,国家税务总局新余市渝水区税务局下村税务分局
91360500063471029Y,新余市亿利冶金材料有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360500669761258K,新余市耀鑫贸易有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500799463750F,新余高寅工贸有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502MA35HG45XN,新余市正联机械厂,2018,国家税务总局新余市渝水区税务局税源管理股
360502662048775,新余市新大塑业有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360500690997716U,新余市凯瑞工贸有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360500763379338L,新余市健辉物资有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360502591811752F,新余市驰诚实业有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605025918323696,新余市大鑫贸易有限公司,2018,国家税务总局新余市渝水区税务局城南税务分局
91360500598881390B,新余市乐源贸易有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500058834358X,新余明德农机销售服务有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605020697143190,新余众弘耐火材料有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360502664769138K,新余市赣翔工贸有限公司,2018,国家税务总局新余市渝水区税务局下村税务分局
91360500754206048A,新余市新星园林有限责任公司,2018,国家税务总局新余市渝水区税务局下村税务分局
91360502787269061G,新余市辉昌商贸有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360502787264199X,新余市宏和商贸有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500784114099F,新余市火凤凰贸易有限责任公司,2018,国家税务总局新余市渝水区税务局税源管理股
9136050057362489XG,新余慕湖外加剂有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
9136050072392408X6,新余市新瑞金属制品有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500731974810Y,新余成大石油有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
913605007994861943,新余市新鼎创商品混凝土有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500667468189J,新余陆海管道技术设备有限责任公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360500667485931U,江西德博特实业有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502664779424Y,新余市睿纳工贸有限责任公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500789734596G,江西欣怡实业有限公司,2018,国家税务总局新余市渝水区税务局下村税务分局
913605007165750889,新余市世纪贸易有限责任公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360502322536270U,新余市德尔实业有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500074294988D,江西世通贸易有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
93360102079007917Y,南昌市东湖区万家田园农民专业合作社,2018,国家税务总局南昌市东湖区税务局滕王阁税务分局
91360502343268922W,新余市旭顺工贸有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502343191865N,新余市丰彩实业有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500083936276C,新余维纳斯花艺有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360502098370105E,新余力创科技有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360500095887520F,江西美合医用精密仪器有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605020929016144,新余市绵景园林苗卉有限责任公司,2018,国家税务总局新余市渝水区税务局税源管理股
913605020944383012,新余宝匠贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360102071828382L,南昌弘祥电气设备有限公司,2018,国家税务总局南昌市东湖区税务局墩子塘税务分局
913605023433587090,新余市中晨实业有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502098081258R,新余鑫彩贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502096620043B,江西品卓能源有限公司,2018,国家税务总局新余市渝水区税务局罗坊税务分局
91360100739183714E,江西友芝电梯有限公司,2018,国家税务总局南昌市东湖区税务局百花洲税务分局
91360102550892920K,江西博威亿龙文化传播有限公司,2018,国家税务总局南昌市东湖区税务局大院税务分局
91360502322500139B,江西嘉福农业科技有限公司,2018,国家税务总局新余市渝水区税务局城南税务分局
91360500MA35FFC49H,江西立尚贸易有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
360502095607154,新余市瑞鼎贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502091066637L,新余市精裕机械制造有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
91360100739193656T,南昌市沪雅医疗器械有限公司,2018,国家税务总局南昌市东湖区税务局墩子塘税务分局
91360100739151253D,江西省正力物资有限公司,2018,国家税务总局南昌市东湖区税务局滕王阁税务分局
913601007363954713,江西省新远商务有限公司,2018,国家税务总局南昌市东湖区税务局百花洲税务分局
91360100716556127Q,南昌立新合金工具有限公司,2018,国家税务总局南昌市东湖区税务局百花洲税务分局
9136050207687525X4,新余汇鑫机电维修有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502098969871R,新余市顺友贸易有限公司,2018,国家税务总局新余市渝水区税务局城南税务分局
91360102071829078C,深圳市海纳实业有限公司南昌第一分公司,2018,国家税务总局南昌市东湖区税务局百花洲税务分局
913601002617961233,南昌江压销售处,2018,国家税务总局南昌市东湖区税务局大院税务分局
360502098969660,新余产兴实业有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502054435587A,新余市吉平汽车运输有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502079024653A,新余市经鹰节能门窗有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605023146281241,新余昌亨贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502069742635F,新余市三磊工贸有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
9136050239903472XB,江西博帆科技有限公司,2018,国家税务总局新余市渝水区税务局税源管理股
360502399038317,新余市华峰贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
91360502322571199Y,江西岳灵贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
913605023328449479,新余市中迈贸易有限公司,2018,国家税务总局新余市渝水区税务局第二税务分局
